,Gene,Y1a,Y1b,Y3a,Y3b
3990,ENSG00000119509,5.820524949040905e-17,9.669854382471898e-13,1.9587296612942958e-09,4.43552456161301e-08
3991,ENSG00000119522,4.4349981632494506e-20,4.830113710615033e-15,8.469371646193271e-06,4.1493393352670915e-05
3992,ENSG00000119523,2.642485276879615e-19,5.787158920713423e-15,0.00016066164353351094,0.0005572295025287695
3993,ENSG00000119535,0.004029556688092291,0.11139486664256938,0.9999797692689899,0.9992992070341732
3994,ENSG00000119537,1.404789019441645e-17,1.3602075103586266e-14,0.17725613228763656,0.23073385478690003
3995,ENSG00000119541,1.9653364722917485e-13,2.8829811968872835e-11,2.6958277857976533e-07,2.2358212916566183e-06
3996,ENSG00000119547,4.167805493739228e-09,3.823634634997804e-08,4.3780262802378604e-08,3.962509953278678e-07
3997,ENSG00000119559,4.1099806878419e-05,0.0005855797519818313,1.4816881259629815e-06,1.0051226432935796e-05
3998,ENSG00000119574,0.15115213853752255,0.05645749049887688,0.03545900392182024,0.07151029168092077
3999,ENSG00000119596,1.2617901793705133e-05,0.00010961542811958915,0.0005466088361771326,0.001153152416593262
4000,ENSG00000119599,1.6628674593827204e-06,2.187638828663699e-05,0.9996338727305749,0.9987990156094351
4001,ENSG00000119616,0.42992873506865137,0.5107256573778542,9.080617398894194e-06,4.9919166007210454e-05
4002,ENSG00000119630,0.2032559025121205,0.043155208288935924,0.3945341599971312,0.46830365875902674
4003,ENSG00000119632,3.215455475895167e-14,4.218065684587736e-12,0.11773592931860069,0.1759450633552813
4004,ENSG00000119636,2.1540867431023884e-08,1.1429565234445653e-06,1.0573622498212221e-11,5.631094583384741e-12
4005,ENSG00000119638,6.95796870993483e-06,8.715441372449603e-05,4.632849409955035e-08,1.9041052376489527e-08
4006,ENSG00000119640,3.7052992755175104e-07,6.874041098080303e-06,0.0001285542070714006,0.00036721701880726995
4007,ENSG00000119650,1.1699659117458047e-13,4.4194207582669193e-11,6.038996081122718e-08,5.43979342149415e-07
4008,ENSG00000119655,1.7982809983977926e-13,4.8255758348209773e-11,8.975952831955696e-11,5.257356962331808e-09
4009,ENSG00000119661,1.3908061003488785e-12,2.9238252763926996e-11,2.4971719317163094e-12,1.2079526254987912e-10
4010,ENSG00000119669,7.174424119144339e-20,1.2860443782116896e-16,2.668886139673918e-07,2.7258388366064375e-06
4011,ENSG00000119673,0.00042885037860854457,0.00023695294359422014,8.600732207623683e-19,1.8769736949564124e-17
4012,ENSG00000119681,3.424403920454453e-05,0.00016135162402643654,3.977963268722465e-07,5.978655581407211e-06
4013,ENSG00000119682,0.08816295778343325,0.16018653141179104,0.003828694703064016,0.009760582538056601
4014,ENSG00000119684,2.7744060765380812e-05,6.919448040701658e-05,0.0003205764409645128,0.0010714242839046614
4015,ENSG00000119685,6.78748018419225e-16,4.860950922098696e-14,3.8045365147567163e-07,5.17062568802865e-06
4016,ENSG00000119688,1.2952940237287614e-05,7.220741575628035e-05,0.043616235594297656,0.0704880209860239
4017,ENSG00000119689,1.2429116382396058e-07,1.7385132406314748e-06,0.0002852678410753631,0.0006029285957347926
4018,ENSG00000119698,5.823030982484171e-08,9.2344236792222e-06,0.0021586382156852423,0.0061234459812149825
4019,ENSG00000119699,2.611292932308796e-25,1.1603436803049868e-20,0.001653348152564599,0.004133116959358549
4020,ENSG00000119703,0.00011088426680273101,0.00021684472196724442,4.9496630734446044e-11,2.1453222187413688e-09
4021,ENSG00000119705,1.5062703291927788e-20,1.2931004060770205e-16,1.659611918636116e-05,9.237337451126909e-05
4022,ENSG00000119707,1.2407499710932766e-10,3.742612991519244e-09,0.0012870869309976486,0.0014823024024705215
4023,ENSG00000119711,3.7346657702202904e-07,8.062004049775973e-06,2.8081264407732648e-05,0.0003795789827891021
4024,ENSG00000119714,0.0019329328778966038,0.002924488075971532,3.816137390594909e-06,2.845342875363347e-05
4025,ENSG00000119718,2.4073640593841906e-09,1.0590564254655324e-07,8.212593866372226e-15,3.084674014631988e-14
4026,ENSG00000119720,8.072570582076516e-09,2.0150165422388475e-06,0.9781708382259636,0.9779061325005731
4027,ENSG00000119723,1.8527565890832184e-16,1.768873615814842e-14,2.112465260489466e-07,1.8799159730280266e-06
4028,ENSG00000119725,3.3279121520894513e-06,3.447504507295288e-05,2.3472654630371617e-05,9.77623381631644e-05
